run_id,dataset,query_idx,user_input,faithfulness,answer_relevancy,context_utilization,cpac_plan_quality,evidence_uncertainty
vector_only_sample_10,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.48608069557674327,0.7648508047576806,0.4037717662627413,2.7844085083397214,3.0068890416878338
vector_only_sample_11,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.5361370312737017,0.7772061256577263,0.7578210124577403,3.398284325164493,3.7589404820209467
vector_only_sample_12,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.8155347868708591,0.7935408429104251,0.6704110019788705,3.430012564804323,3.837578894407561
vector_only_sample_13,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.6352523878252503,0.6866331917923093,0.5927497312764098,4.503427842701365,3.085746655123476
vector_only_sample_14,adhd200,1,"CPAC v1.8.7, ADHD-200: pediatric brains differ in size and CSF proportions; within anatomical_preproc, what systematic biases can arise from adult templates/priors and how should template/parameter choices be adapted locally to this module?",0.7135009264507379,0.8781458678228273,0.6715919564734915,3.23815077273126,3.9486620817495006
vector_only_sample_15,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.6079505105564885,0.7254137109216034,0.4688158404631913,3.570635052921163,3.6475496012991604
vector_only_sample_16,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.6817093281414223,0.8745078313144106,0.828644892502983,4.07016235872564,3.8223344406238438
vector_only_sample_17,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.5851959078688124,0.8089317662152312,0.5860287174684233,4.041982729042026,3.753703737014813
vector_only_sample_18,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.648787141809243,0.8209213912382621,0.760368542344648,4.262099253704305,3.756398101874706
vector_only_sample_19,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.6641467346477428,0.7198215162986777,0.6130608835068425,3.932326215539482,3.1877590724548215
vector_only_sample_20,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.643196868574283,0.8223592096656108,0.48357379177623183,3.963772444679298,4.449962084071174
vector_only_sample_21,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.6220137524140971,0.6988753624561419,0.8975794351013894,3.6750122535554595,3.9752411523784894
vector_only_sample_22,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.6158727395544293,0.6629586461632225,0.6699187585595272,4.1247189994536235,3.0108500923183414
vector_only_sample_23,adhd200,1,"CPAC v1.8.7, ADHD-200: pediatric brains differ in size and CSF proportions; within anatomical_preproc, what systematic biases can arise from adult templates/priors and how should template/parameter choices be adapted locally to this module?",0.5588977085812017,0.8004421732755834,0.5502318901392192,3.796692396662531,3.178280600873693
vector_only_sample_24,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.7429903728587447,0.7167156654832565,0.44028213213602385,4.777055063256612,3.2735529397987815
vector_only_sample_25,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.5524967468439724,0.8028082805281621,0.4193916660427336,3.6629742513458323,3.5433580935164235
vector_only_sample_26,adhd200,1,"CPAC v1.8.7, ADHD-200: pediatric brains differ in size and CSF proportions; within anatomical_preproc, what systematic biases can arise from adult templates/priors and how should template/parameter choices be adapted locally to this module?",0.7606832185765845,0.6370239453554247,0.69558800857048,4.002951275846072,4.084574478391873
vector_only_sample_27,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.6317253278104711,0.6791004137277235,0.8839801155060678,3.434345985884124,4.195426263584172
vector_only_sample_28,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.7602924507022493,0.8302769606060745,0.666195036627446,4.3120962366007625,3.1917511156232754
vector_only_sample_29,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.4655598811865794,0.857351252116514,0.3970962370372623,3.7847917632819486,3.0475653476549613
vector_only_sample_30,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.563966563864216,0.7317388706225008,0.7398955758735131,3.287283473056853,3.660040658227631
vector_only_sample_31,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.6900705065865527,0.768020113924259,0.750785940108512,4.145367556454385,3.914847085262165
vector_only_sample_32,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.5537700186060954,0.6967231269653767,0.6339733774390401,4.156032880937778,3.3865016824815517
vector_only_sample_33,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.7449725116238605,0.7878267345860454,0.7027450040929094,3.0178730165529832,4.851124485343207
vector_only_sample_34,adhd200,1,"CPAC v1.8.7, ADHD-200: pediatric brains differ in size and CSF proportions; within anatomical_preproc, what systematic biases can arise from adult templates/priors and how should template/parameter choices be adapted locally to this module?",0.6596353992274194,0.7795860336190829,0.5541038718159582,3.236640378699784,2.9852518005988604
vector_only_sample_35,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.6430571686788078,0.7942664336895001,0.5268627352928914,4.8126107582362625,3.4542066109274683
vector_only_sample_36,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.5750349191176981,0.8820602067558836,0.5965835215139978,4.006034640219513,2.8220941887560542
vector_only_sample_37,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.526655579836817,0.7681120203437789,0.9251150174658465,3.875983095940005,3.1789124473949473
vector_only_sample_38,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.8430562655981182,0.5559843462682332,0.46003444659571224,3.859404895238625,3.952673630896854
vector_only_sample_39,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.6810848488198629,0.730272060850733,0.5334482912035644,4.321704010676853,3.9163681311530767
