run_id,dataset,query_idx,user_input,faithfulness,answer_relevancy,context_utilization,cpac_plan_quality,evidence_uncertainty
bm25_only_sample_11,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.18422574183246912,0.5366682130610136,0.26251979155030924,1.5677444339707103,2.1960145914379443
bm25_only_sample_12,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.2976048271561419,0.36515221494319583,0.4112536399448246,3.590198003461799,1.0
bm25_only_sample_13,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.18053808910735547,0.5120448725104348,0.17519357781909972,2.710776595468597,2.964197873629413
bm25_only_sample_14,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.1435396704961053,0.5678781975647786,0.289793078497004,3.0296647898542686,3.080239789804203
bm25_only_sample_15,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.31639699688804146,0.5776787389568298,0.31802717046690054,2.7822832542118463,2.1798648723320535
bm25_only_sample_16,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.37801418676289056,0.5647672399740676,0.09073497842605108,2.800791193304694,2.4449363629504273
bm25_only_sample_17,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.22775725767189492,0.4617207708036998,0.1842460677179994,2.737922993219642,2.6398375663457543
bm25_only_sample_18,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.43761450987710154,0.5823707484014679,0.3671624910297553,2.814459739947624,2.347683063348358
bm25_only_sample_19,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.3635382360128427,0.5477811364710302,0.3861476316204628,1.8195904868748503,2.24570181628511
bm25_only_sample_20,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.4365205716806642,0.4899433934824649,0.42394737337439037,3.131243073442671,2.495423648197277
bm25_only_sample_21,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.3104475957250901,0.6353236760779365,0.32754019913344845,1.7971418964537977,1.9763657712925522
bm25_only_sample_22,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.5246973700577057,0.4870572397150236,0.2871534439645558,1.8274269112366968,2.4976324041529456
bm25_only_sample_23,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.4096297330638631,0.7009943412037473,0.4523520057321997,2.3321302688804724,1.5206650882875705
bm25_only_sample_24,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.3112701020113467,0.5945583948330102,0.13391232259317756,1.910803978900661,2.2332729018615827
bm25_only_sample_25,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.25348363238794885,0.5012924789563521,0.4234306663665497,2.6118999482244494,1.3611491889252165
bm25_only_sample_26,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.28193962149098595,0.5663004792274348,0.02476649484246435,2.5308732428992027,1.9948688266866368
bm25_only_sample_27,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.2585930655510107,0.526443083397011,0.4511895637044555,2.4069563607316353,2.781515727343307
bm25_only_sample_28,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.4155413575526042,0.6184025132632902,0.5530661881911336,2.882010591527373,1.5447083653282356
bm25_only_sample_29,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.20491010873363855,0.583993621816679,0.29990288083259564,2.211139225617171,2.078883281373585
bm25_only_sample_30,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.3066774799029105,0.5894017134308065,0.4582863496763883,2.2355036095110448,1.4422020714286852
bm25_only_sample_31,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.3915578420942218,0.5178369005616,0.06750826529839504,3.1787572154366637,3.2000013769061235
bm25_only_sample_32,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.29323054158774564,0.5886906281828771,0.5451760430137695,1.9381407831225683,2.9382954053292765
bm25_only_sample_33,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.11605605467695496,0.5968399649850746,0.41111295864407893,1.9746809752353278,2.6660715188762003
bm25_only_sample_34,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.48843440222010637,0.5964051596194037,0.4315927177638851,2.1348682764892617,1.8567549254386355
bm25_only_sample_35,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.20489360474524546,0.4311300918549465,0.24377442238369731,3.152795218659052,1.7134969517280823
bm25_only_sample_36,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.36292493044761437,0.5782099549690354,0.34769369829868696,2.1536444155608727,2.630850253346354
bm25_only_sample_37,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.3990597307194709,0.6009082149932709,0.4055697927528728,2.40822804833519,3.358871378782326
bm25_only_sample_38,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.31840406145338424,0.5588316138191906,0.16963823737734007,2.2830342357566518,2.658196794095897
bm25_only_sample_39,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.2326761649326114,0.6306272258893133,0.4342145057761878,2.330423525424413,3.2122924907474655
